"Event Time","Event ID","Site Code","Exit Door ID","Event Count","Video URL","Status"
"2022-04-29T19:42:42Z","Event ID 8","Site 12","Exit Door ID 6854","9115","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Omni Sale"
"2022-08-20T04:30:13Z","Event ID 3","Site 13","Exit Door ID 231","765","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Others"
"2022-03-15T02:37:34Z","Event ID 3","Site 11","Exit Door ID 8928","1460","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Transfer"
"2020-11-24T02:15:58Z","Event ID 4","Site 11","Exit Door ID 1845","5558","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Others"
"2020-06-23T08:55:13Z","Event ID 6","Site 13","Exit Door ID 4949","5745","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Transfer"
"2020-10-09T21:33:59Z","Event ID 7","Site 10","Exit Door ID 4364","699","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Mixed"
"2023-02-10T23:00:59Z","Event ID 6","Site 15","Exit Door ID 2674","5564","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","External Theft"
"2022-03-29T13:30:37Z","Event ID 6","Site 12","Exit Door ID 7549","4098","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Others"
"2022-05-27T16:02:57Z","Event ID 7","Site 15","Exit Door ID 2191","3255","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Mixed"
"2023-04-01T10:22:10Z","Event ID 9","Site 12","Exit Door ID 1778","8008","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerFun.mp4","Omni Sale"
"2022-05-14T05:42:34Z","Event ID 8","Site 14","Exit Door ID 8714","4543","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Organized Crime"
"2020-10-02T13:24:36Z","Event ID 8","Site 14","Exit Door ID 1530","3232","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Employee"
"2021-09-16T18:34:34Z","Event ID 5","Site 15","Exit Door ID 9556","8824","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Omni Sale"
"2023-02-11T23:15:08Z","Event ID 5","Site 14","Exit Door ID 2246","1767","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Not a loss Event"
"2022-05-06T09:08:40Z","Event ID 9","Site 14","Exit Door ID 3793","4968","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/BigBuckBunny.mp4","Organized Crime"
"2021-12-05T14:41:49Z","Event ID 5","Site 13","Exit Door ID 6843","3112","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","External Theft"
"2023-02-12T07:22:49Z","Event ID 9","Site 11","Exit Door ID 6330","3157","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Others"
"2020-11-10T18:54:51Z","Event ID 5","Site 13","Exit Door ID 2166","6695","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Employee"
"2022-11-25T20:03:55Z","Event ID 8","Site 15","Exit Door ID 4776","9460","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Omni Sale"
"2021-10-17T00:50:41Z","Event ID 1","Site 14","Exit Door ID 9223","9383","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","External Theft"
"2021-06-07T19:56:50Z","Event ID 9","Site 12","Exit Door ID 6182","4421","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Not a loss Event"
"2020-10-13T17:27:00Z","Event ID 1","Site 10","Exit Door ID 7725","1403","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Mixed"
"2020-08-16T18:55:15Z","Event ID 5","Site 11","Exit Door ID 5172","2664","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Others"
"2023-06-18T00:45:12Z","Event ID 3","Site 12","Exit Door ID 2380","1149","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Transfer"
"2022-04-15T04:42:51Z","Event ID 5","Site 15","Exit Door ID 1439","5184","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerBlazes.mp4","Omni Sale"
"2021-05-08T11:08:13Z","Event ID 6","Site 13","Exit Door ID 174","8571","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Not a loss Event"
"2021-07-30T10:18:40Z","Event ID 8","Site 12","Exit Door ID 3256","9349","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ForBiggerEscapes.mp4","Mixed"
"2021-07-13T13:02:51Z","Event ID 9","Site 11","Exit Door ID 7271","4766","http://commondatastorage.googleapis.com/gtv-videos-bucket/sample/ElephantsDream.mp4","Organized Crime"
